,0
2018-11-27,-3.7680479210434794e-05
2018-11-28,0.00015470702154078003
2018-11-29,0.00047491243641489356
2018-11-30,-0.00019351805467831412
2018-12-03,-0.00013407775281753034
2018-12-04,-0.0001264725851054492
2018-12-05,0.00011348448189551271
2018-12-06,-0.0007812755321370494
2018-12-07,0.000472435623228927
2018-12-10,-0.0002812523654397512
2018-12-11,3.6825978211578025e-05
2018-12-12,0.00010949860965206101
2018-12-13,-3.607610912632051e-05
2018-12-14,0.00010573809366373754
2018-12-17,0.0003359408310346715
2018-12-18,2.2204436508792497e-05
2018-12-19,-0.00026262578578831533
2018-12-20,0.0005526204096967125
2018-12-21,-0.0004593123901764813
2018-12-24,6.524325765182304e-05
2018-12-25,-0.0003972448119442947
2018-12-26,-0.00018699777381869093
2018-12-27,0.00011604662724073577
2018-12-28,0.0002492504479891097
2018-12-31,8.839974292113549e-05
2019-01-01,-1.473903346598558e-06
2019-01-02,-5.737858839506853e-06
2019-01-03,-0.0006689031314053608
2019-01-04,-0.0006025779192321001
2019-01-07,0.0006215228671729855
2019-01-08,5.966288058038491e-05
2019-01-09,0.0008798898417402392
2019-01-10,8.799596215789069e-05
2019-01-11,0.00047813072687364884
2019-01-14,-0.0007212867026030034
2019-01-15,0.00033366612138399296
2019-01-16,-5.201811573310347e-05
2019-01-17,0.00011535538785356625
2019-01-18,-0.00019590222605008964
2019-01-21,-4.808553874903335e-05
2019-01-22,0.0004554739514468914
2019-01-23,-0.0005543772886253788
2019-01-24,0.0006803584047901301
2019-01-25,0.001573527172251843
2019-01-28,-0.0006376757083907912
2019-01-29,-0.0008450111803602312
2019-01-30,-0.0003733219659215435
2019-01-31,0.00121259426249766
2019-02-01,-0.0006052044559268098
2019-02-04,0.00018593951996177457
2019-02-05,-0.0024925219040159326
2019-02-06,0.0002245600547493478
2019-02-07,-0.0004740280717557832
2019-02-08,2.9664525997408274e-05
2019-02-11,0.0008267793892461596
2019-02-12,-0.0009286901513803451
2019-02-13,0.0002038578163542162
2019-02-14,0.0005344100458355754
2019-02-15,-0.0005899657930221285
2019-02-18,5.382332464035045e-05
2019-02-19,-5.113229672069268e-05
2019-02-20,6.341161681345641e-05
2019-02-21,0.00011545703499022623
