,0
2018-11-27,-3.746785134273525e-05
2018-11-28,0.0002245110983218751
2018-11-29,0.0003981590720765573
2018-11-30,-0.00014360035194431985
2018-12-03,0.0006383590800430362
2018-12-04,-0.0007078284148850159
2018-12-05,0.00013259633218480182
2018-12-06,-0.0002363422942185337
2018-12-07,-0.0002723355507623648
2018-12-10,0.00036025073288104817
2018-12-11,-8.455773707785651e-06
2018-12-12,-3.2679414499713066e-06
2018-12-13,-0.00020487096107572856
2018-12-14,0.00041227303933205617
2018-12-17,0.00026009553802848473
2018-12-18,-0.0004601320940854322
2018-12-19,-0.00015546768482433554
2018-12-20,7.458040212205905e-05
2018-12-21,-0.0008625251509234294
2018-12-24,0.00028992318752975657
2018-12-25,-0.0003549299523954016
2018-12-26,0.0002023091028884108
2018-12-27,0.0007427326482128561
2018-12-28,0.00023618269590355932
2018-12-31,9.609501716347814e-05
2019-01-01,-3.0489567237587304e-06
2019-01-02,0.0007632061305926446
2019-01-03,-0.001142378885522384
2019-01-04,0.0003760596504039926
2019-01-07,0.0009409223979461624
2019-01-08,0.000505562244723666
2019-01-09,0.0007066809772279716
2019-01-10,-0.0004644579163049379
2019-01-11,0.0003807369341513973
2019-01-14,0.00019037570008814154
2019-01-15,0.00018386826063905917
2019-01-16,3.636518872008731e-05
2019-01-17,0.00037789416819556526
2019-01-18,7.447540965602184e-05
2019-01-21,-2.7145002663870276e-05
2019-01-22,-0.0005252030070733125
2019-01-23,7.559933309180976e-05
2019-01-24,0.0006023051042859978
2019-01-25,0.0017502215607099313
2019-01-28,-0.001191583131884371
2019-01-29,-0.001889303390127166
2019-01-30,0.002393144043658795
2019-01-31,0.0019022091249336608
2019-02-01,0.00012009564476210609
2019-02-04,0.0010076152088451876
2019-02-05,-0.001941736016477488
2019-02-06,-0.0006357638326971379
2019-02-07,-0.0012231827194267436
2019-02-08,-0.0008408070927948667
2019-02-11,0.0013956920650095052
2019-02-12,-0.00012524940301506145
2019-02-13,0.0006636019736410701
2019-02-14,0.0003628139627019422
2019-02-15,-0.00025708195445219365
