date,n_spike,n_up,n_down,mean_up,mean_down,spread,raw_ic,resid_ic
2024-08-14,100,50,50,0.009333406243239273,0.03111049768788874,-0.02177709144464947,-0.14328213209132484,-0.1436830516977068
2024-09-12,20,11,9,0.05764235785469059,0.03601394267539452,0.02162841517929607,0.0544037941879883,0.05791683942648682
2024-10-11,26,8,18,0.021721475930453926,-0.03244668717440839,0.05416816310486232,0.15855500741937015,0.17083642797009094
2024-11-11,86,41,45,0.015821040042954596,0.002650486708929028,0.013170553334025569,0.1266970476977462,0.11713295012206772
2024-12-10,35,16,19,-0.011617233605458133,-0.011189890912472595,-0.0004273426929855377,-0.037114205128758355,-0.027736980491619264
2025-01-08,9,1,8,0.008939021212509335,0.04703180433109461,-0.03809278311858527,0.0009360208293844404,-0.007536277055237765
2025-02-06,80,37,43,-0.09742753657436479,0.009623669951747573,-0.10705120652611236,-0.2689816678436616,-0.24491732722992474
2025-03-07,57,27,30,-0.09864356571929583,-0.11663969600311085,0.017996130283815012,0.04209649832723979,0.04300840207856334
2025-04-07,68,26,42,0.16751794157652034,0.10157910790459879,0.06593883367192155,0.24819386940422186,0.25219433108142914
2025-05-06,75,33,42,0.03093235412009543,0.05451881725364237,-0.02358646313354694,-0.07147302804854218,0.03726398978473133
2025-06-04,16,7,9,0.024834600254522252,0.04852674708917783,-0.023692146834655575,-0.04513805268185822,0.028741978321681575
2025-07-03,15,8,7,-0.017405853580598873,-0.02065985686994571,0.0032540032893468365,0.04248065064053442,0.0551917644296545
2025-08-01,34,14,20,0.06238167999236902,0.046453108154530534,0.01592857183783849,0.025401456155027567,0.024200172810726145
2025-09-01,13,4,9,0.05926081904932545,0.03917133914079028,0.02008947990853517,0.022798897219107526,-0.0018887647622647193
2025-09-30,13,4,9,0.0833038711548002,0.044874131214101824,0.03842973994069838,-0.0005210965323219584,0.010638022380337946
2025-10-29,44,12,32,-0.03031794493629168,0.02156862539458164,-0.05188657033087332,-0.2021702599450508,-0.18323879406173602
2025-11-27,24,8,16,0.09847679255473199,0.024410806372358124,0.07406598618237387,0.08791729257408656,0.07827411132029305
2025-12-26,9,3,6,0.09400738962782755,-0.02068253336536489,0.11468992299319244,0.06528218720191241,0.06694765169736308
2026-01-26,33,11,22,0.14747236820218854,-0.0651812717159367,0.21265363991812525,0.17437219072885435,0.1907649113831021
2026-02-24,94,27,67,-0.036633537324544094,-0.013541935278562353,-0.023091602045981742,-0.14921756020733928,-0.14317019644138718
2026-03-25,51,14,37,0.13346425309612525,0.04203995996814712,0.09142429312797813,0.22804624031351584,0.23555211650327948
2026-04-23,50,18,32,0.14925017184700348,0.05141606096293906,0.09783411088406442,0.09881909322194937,0.10943581503958087
2026-05-22,71,32,39,0.1730872311774426,-0.02866961886434627,0.20175685004178887,0.3344602062530859,0.31039557009831653
2026-06-22,65,21,44,-0.12924244289579284,0.026969480933255338,-0.1562119238290482,-0.2764061592238767,-0.24483202030841839
