date,sub,w_share_next10,wa_pos_next10,wa_pos_total,speccap_next10,w_share_rec5
2022-06-13,P2,0.017357471092074042,0.0,0.1726384617055201,2.7813354088787838e-05,0.017051460709024663
2022-07-12,P2,0.4608293287062391,0.11094006984820003,0.16378109769184718,0.006213628707632863,0.008026565680682496
2022-08-10,P2,0.10318147988897358,0.03018604236633189,0.16290111869567622,-0.0012153019338525545,0.09536964440547523
2022-09-08,P2,0.038761526131521694,0.010624169555947858,0.17755152134366914,-0.0005396329785654104,0.006884936040527065
2022-10-07,P2,0.26764719234135,0.05369921603821058,0.12243561184378825,-0.002068228753782101,0.0
2022-11-07,P2,0.16811610768253604,0.07258683541237554,0.15521653583547915,0.009993078020956957,0.11085776671632976
2022-12-06,P2,0.06174728442249283,0.0287822418871952,0.19961204141007646,0.0009694465302428932,0.021638520287330938
2023-01-04,P2,0.10779285138610994,0.028524837951045396,0.22158585222763,0.0007204495450315168,0.0
2023-02-02,P2,0.16999360461845875,0.0,0.0,0.0,0.3820947274298467
2023-03-03,P2,0.05480258787023204,0.037917043573370605,0.0714182995112414,0.003401142305276244,0.031432765330510065
2023-04-03,P2,0.08383126625014642,0.038009623960990925,0.10030073863503076,-0.00011967858454619285,0.001920620454664461
2023-05-02,P2,0.2552069211821246,0.09649446363411081,0.16104341179758408,0.007404421652752307,0.3823885123447148
2023-05-31,P2,0.017150470152229265,0.0044211351472021754,0.22233666882386793,0.00040297647573148533,0.06343421687055571
2023-06-29,P2,0.008922419045450002,0.0,0.2210036101661301,1.0615751219640204e-05,0.011969037587321906
2023-07-28,P2,0.2684453577088778,0.0,0.0,0.0,0.386551919939683
2023-08-28,P2,0.02654610641612007,0.0,0.07100294430682245,-2.342236104249507e-05,0.08015150856926098
2023-09-26,P2,0.028993602721174825,0.0,0.13527388669491106,-1.7649550163350654e-05,0.0069980910038235904
2023-10-25,P2,0.41825009075052905,0.100298639773025,0.20481201765427628,0.001040628217211867,0.2645295296500023
2023-11-23,P3,0.04606010016254215,0.023303827037707395,0.21570535385612025,0.00216378879772335,0.09594197048396672
2023-12-22,P3,0.0,0.0,0.22334429754943516,0.0,0.0063350014116481486
2024-01-22,P3,0.5258343298577367,0.08753786336858631,0.22499999934324022,0.005118365014104057,0.01449627015624007
2024-02-20,P3,0.1791483769452571,0.07472188212858831,0.22499999916321373,0.011313847893723576,0.14058574870667936
2024-03-20,P3,0.0089848483867738,0.0,0.22100758726277803,4.0626684143861605e-05,0.010869222663702903
2024-04-18,P3,0.5569018693879426,0.09062877022317836,0.2249999864697211,-0.004455156103732788,0.1061302349577708
2024-05-17,P3,0.15456617074016923,0.07825444310392654,0.22340148237492524,0.007627319838453996,0.035548909490458296
2024-06-17,P3,0.04833160268823705,0.03792838658679047,0.22499999308117158,-0.005392569184070398,0.03928580794284288
2024-07-16,P3,0.39784679606523876,0.09238173748928152,0.22401379361881985,-0.0038404959717451468,0.03396759418537169
2024-08-14,P3,0.17978326891322527,0.08670330693834355,0.22499997809155517,0.0025381925789591236,0.07000545554730062
2024-09-12,P3,0.03594101056093979,0.0224755609300331,0.21823366138795033,0.0023263684898197105,0.03221797488630626
2024-10-11,P3,0.26464380931385134,0.06070343901395449,0.1767813610520248,0.003532593005743683,0.00949087393203803
2024-11-11,P3,0.17958591908056484,0.06503056619783355,0.2205111996061538,-0.0012400414057351823,0.08850997304057677
2024-12-10,P3,0.08939149599164971,0.05862793128910461,0.22499996274422276,-0.008308978756624326,0.017426406757142517
2025-01-08,P3,0.10405519096328374,0.0286149235863931,0.22279194485456014,-0.0010684126791654118,0.0
2025-02-06,P3,0.060222446136625245,0.0013354925201084322,0.22028838896024164,-0.0010690762931609308,0.4251762485987859
2025-03-07,P3,0.07138360551080108,0.046634258466191375,0.22335825474357876,0.004292516600760275,0.03943452464098066
2025-04-07,P3,0.1395614551328766,0.032266977706033546,0.22469217747111558,-0.004659491962397434,0.0
2025-05-06,P3,0.12491224114670559,0.06953241693782031,0.21782037890116665,0.0016489047736536354,0.4313672777381364
