date,sub,ic,ic_held,tc,n_held,prec_top20,prec_bot20,spec_cap,realized,top_decile_spread,kurt,max_abs_z
2018-11-27,P1,0.026281772346634695,,0.07513439844924458,4,0.1,0.0,0.002190066246114668,0.003517579435201257,-0.00955242041087992,0.10230528785616988,2.7817102505302955
2018-12-26,P1,0.14007760160607877,,0.1715033795105801,5,0.25,0.15,-0.0051077216249141525,-0.004280300981816643,0.026384294646773755,0.5668059395631584,3.480685719569671
2019-01-24,P1,0.04184039432765666,0.24395604395604395,0.13593260767568616,14,0.3,0.0,0.011341764872845009,0.012787078395516405,-0.007132912888695821,0.08064852326477467,3.144878896946003
2019-02-22,P1,-0.23719258153122427,-0.48002189381499727,0.3436373579189062,28,0.1,0.05,-0.010364303570495448,-0.011878767392243805,-0.036733445247223016,-0.3366462994814414,2.81942317096065
2019-03-25,P1,0.025556097244625743,0.22495894909688013,0.28186404256760916,28,0.35,0.25,0.013458597467242508,0.014879244192862018,0.06146595288743584,-0.1323655755689157,2.909134706274994
2019-04-23,P1,-0.12326491327181804,-0.1114571746384872,0.2799677777080325,30,0.2,0.05,-0.01694470724571759,-0.020796465619244087,-0.018045261499927082,-0.5170548134226549,2.445243524454636
2019-05-22,P1,-0.140671228004101,-0.08648056923918993,0.17353587345427157,28,0.25,0.0,-0.0008494544294774117,0.0012124990116504364,-0.027906065912099584,0.09806179678626448,2.8350233672609395
2019-06-20,P1,-0.035739543447785245,-0.13448275862068965,0.24112736174753624,29,0.2,0.05,-0.0051276709096669485,0.0013037168401923704,0.011156911258010898,0.5729946162712753,3.4256418094010344
2019-07-19,P1,-0.039141125754910126,-0.187316715542522,0.21529471074210105,32,0.25,0.05,-0.0015477888373380507,-0.0015325479517143137,-0.01001472012502573,0.7052587100456629,3.4132991797997767
2019-08-19,P1,0.04777410688598011,0.20952380952380953,0.2236183980883764,35,0.3,0.0,0.0017015432385606355,0.007297672176642678,0.010452592200768076,0.645045721958831,3.5520813660267114
2019-09-17,P1,0.05938244683887366,0.11660231660231662,0.21168625506845654,36,0.3,0.1,0.000385843051208231,0.0001493791302837888,0.01982028856191439,0.787055167938032,3.454337240425645
2019-10-16,P1,0.20627567644142228,0.37692895339954163,0.2344302106733046,34,0.4,0.05,0.01680308759293653,0.0207417398559544,0.07097936556294851,1.7234462089293618,3.680219793961141
2019-11-14,P1,-0.07392386618905955,0.05020242914979757,0.31684981684981683,39,0.15,0.0,-0.0003179097128984782,0.004100733671531298,-0.005697694066898641,1.6278997720061135,3.6718236655671666
2019-12-13,P1,0.1969279339445085,0.36061776061776063,0.4076923076923077,36,0.3,0.05,0.012077261093515026,0.022816463273573007,0.0515783039456019,1.8350146573998298,4.302723564755123
2020-01-13,P1,-0.0012729775432429177,-0.016595542911332382,0.432558565426965,37,0.2,0.05,-2.310050005859595e-05,0.0020543796528535996,0.013632195677409942,0.2928240589977831,3.0472935488118424
2020-02-11,P1,0.12249210232593158,-0.08436371594266331,0.48492922449108816,38,0.2,0.15,0.003915266832330301,-0.005853184477449314,0.025422880829093893,0.23031309798634236,3.153705871580504
2020-03-11,P1,0.1020026295649902,-0.30373230373230375,0.5306415958940732,36,0.15,0.1,-0.01111380494855569,-0.012956370066964373,0.009298844530487998,0.9128229381330906,3.3678853052795468
2020-04-09,P1,0.018133211775092042,0.01676230745998188,0.3565959445861629,43,0.2,0.1,0.005495048647469098,0.011184797656213163,-0.005413149157363465,0.12173819399310082,3.2950568797069653
2020-05-08,P1,0.07632976431978572,0.010975609756097564,0.31440281030444966,41,0.3,0.1,0.0034860110212316642,0.01264011097131812,0.005640392844958221,-0.3721370956655181,2.819889417965698
2020-06-08,P1,0.05788368553871049,0.3124735729386892,0.3291171428021036,44,0.25,0.05,0.0118563313771561,0.01354472749291391,0.05650777577113926,0.3935021441577944,3.496152790321235
2020-07-07,P1,-0.23570919458303632,,,0,0.15,0.05,0.0,-0.00014395458088345414,-0.02647423737165279,-0.4256148240600446,2.661845819187635
2020-08-05,P1,-0.13875286548130453,,0.19644969274334917,7,0.3,0.0,0.0055226522541481715,0.0035240668818186105,0.014987216056513751,-0.6780643982896826,2.836545208211307
2020-09-03,P1,-0.007241239814297547,0.4787878787878787,0.18253934618866907,10,0.3,0.05,0.0023068279739365052,0.0017319665220687508,-0.005616347686475367,0.2374759049466677,3.0134788442449736
2020-10-02,P1,0.248443955877336,0.20979020979020982,0.28926121071983624,12,0.15,0.1,0.002644593478913021,0.0008773157284381883,0.08933040407454595,0.3964644885634585,3.147505277070521
2020-11-02,P1,0.3190023122701945,0.2916666666666667,0.35786550926803384,17,0.3,0.05,0.009650436069955276,0.01345358519148876,0.10514702960070374,-0.36564248130900445,2.615550450522418
2020-12-01,P1,0.058504226526666925,0.16209893048128343,0.33409271824419096,33,0.15,0.05,0.0028865625385630367,0.007749146578384769,0.02368104790925589,0.17881240454412772,3.0013076838006834
2020-12-30,P1,0.22976574049505327,0.2913770913770914,0.3349967779841553,36,0.35,0.25,0.018603237773209762,0.01737461340679336,0.06627288587782101,0.6424452058728081,3.5806127412087543
2021-01-28,P1,0.1582673135969069,0.054601159864317766,0.3831829725939123,38,0.2,0.15,0.0023283091690532377,0.004117830409552159,0.02769196349656186,-0.21198781848820936,2.7929978373708
