date,sub,ic,ic_held,tc,n_held,prec_top20,prec_bot20,spec_cap,realized,top_decile_spread,kurt,max_abs_z
2022-09-08,P2,0.18949205474419034,0.3620763254503543,0.33794696164495014,52,0.2,0.15,0.003590144741508267,0.001268966826382667,0.014683317757760769,-0.672533225217606,2.6922599528972215
2022-10-07,P2,-0.19298704877376688,-0.24190564292321926,0.15960319647285753,47,0.0,0.0,-0.00629993520357602,-0.012579570005638585,-0.061695272545406674,0.0016700177366595348,3.5128386648174748
2022-11-07,P2,0.2171260037478953,0.12036199095022623,0.31615422703787055,51,0.45,0.1,-0.00014008139465916235,-0.00014773099770337694,0.06575918458443142,-0.6444471615983396,2.480533857297263
2022-12-06,P2,-0.0280972605510989,-0.100984393757503,0.2628077282869826,50,0.2,0.05,-0.014620947026331951,-0.017396663665411705,-0.01013448854727347,-0.45724428944032836,2.9686188117688626
2023-01-04,P2,0.17083735188757232,0.2963598246617114,0.30968930834940755,54,0.25,0.1,0.020749380403597036,0.03234768061390114,0.0662978445010741,-0.6474858745373218,2.4805240940262245
2023-02-02,P2,0.2734860725631128,0.38845598845598855,0.33510453419556585,55,0.45,0.1,0.011090814575901834,0.008591004445891781,0.09404570845049354,-0.4290162155602171,2.642415523622588
2023-03-03,P2,0.11088542523248116,0.17235227167861208,0.325631944009271,58,0.1,0.2,0.0015590654241614676,-9.428825540713781e-05,0.028038951804962936,-0.08906432701791678,2.9291217579035798
2023-04-03,P2,-0.11232638417925833,0.06370471633629529,0.37748725008816436,56,0.1,0.15,-0.007742860095900385,-0.011886492649961666,-0.016034910151503233,0.42186277693149954,3.6089836025989497
2023-05-02,P2,0.11279772400509998,0.2106111917432672,0.5357455307489896,53,0.15,0.1,0.01577485993913051,0.029839619094474523,-0.0238325150949098,-0.35211160706316624,2.710307799758821
2023-05-31,P2,0.09713669533136209,0.32381873891307855,0.4288666820389009,53,0.25,0.1,0.014220307409431556,0.016673463993595483,0.020544298340989108,0.5577516519688768,3.276301639996061
2023-06-29,P2,0.12851978949081738,0.332037354678864,0.4699529338360959,54,0.2,0.05,0.005838270135247659,0.009147289097623412,0.02786734977038913,0.22753832987892686,3.2592853892429967
2023-07-28,P2,0.08737589181564172,,,0,0.2,0.2,0.0,-7.220732579427125e-05,0.027341678515619756,0.8125321018534133,3.8396886179853498
2023-08-28,P2,0.057237270433768285,,-0.08938841114396551,5,0.15,0.05,-0.0020977490004374347,-0.0028533600691217353,0.01259678317211709,0.533731515508741,3.426172236351068
2023-09-26,P2,0.08354244092992975,,0.028117624718552482,9,0.3,0.1,-0.0029186972884048803,-0.006524029942633347,0.020054669460300496,0.1471139234947465,3.0332719256758987
2023-10-25,P2,0.08906118601307546,-0.39649122807017545,0.05341738328405177,19,0.2,0.0,-0.003015212980469959,0.007750885039543576,-0.023613004251308134,0.785175339092083,3.233655117685002
2023-11-23,P3,0.12761780104712042,0.03896103896103897,0.2291474513740065,22,0.25,0.1,0.0025600556219782175,0.008969839004816738,0.012673697081337504,0.6494329536204937,3.64777012987206
2023-12-22,P3,0.07598752737567438,0.2563502673796792,0.28583709470647933,33,0.2,0.1,0.001105385100582475,0.00682871634302451,-0.008977127037959127,0.19493765045244826,3.0718797916518494
2024-01-22,P3,0.17335812723679292,0.03556187766714082,0.19926152449121307,37,0.2,0.05,0.0012585658900764224,0.0010890808335215496,0.029914744471602042,0.8319796026892483,3.490476580510544
2024-02-20,P3,-0.007715266278510762,-0.09464930517562095,0.30668266919502163,38,0.25,0.0,0.0012453298399987542,0.004235141774389106,0.035230026771892485,0.02911130632343406,3.526555761483419
2024-03-20,P3,0.0691619705143956,0.20298193015152743,0.36686742161209335,42,0.1,0.1,0.007665387887804968,0.006108299969814879,0.027145405183500018,0.6118010027934715,3.6681639933831596
2024-04-18,P3,-0.00159580150632979,-0.0038852913968547642,0.32910735270551783,46,0.1,0.0,-0.004318959686089303,0.00422280424240018,-0.010459191867833707,-0.42915166044996944,2.5477267313941976
2024-05-17,P3,0.002272682696188092,0.17693493678692568,0.274460446515821,46,0.15,0.05,0.007644169601886018,0.012894482938833107,0.0032811516725833947,0.12143280986687488,3.088724369538688
2024-06-17,P3,0.10622930131937397,0.18501387604070305,0.28218811762192186,47,0.4,0.15,-0.0026142301158167845,-0.0035904068396659383,0.01915266271440991,-0.25745795912826575,2.7906376729866387
2024-07-16,P3,0.061059438598365476,0.16986586493987052,0.26991079536349555,47,0.25,0.05,0.0024879083569583167,-0.0020381366838321258,-0.006712309197656275,-0.34740746729123684,3.0175560955165097
2024-08-14,P3,-0.16697992895678648,-0.18578263841421735,0.28696717589872334,56,0.2,0.15,-0.005679903815032043,-0.00542501012195884,-0.017999284178375846,-0.12411241483842872,2.9594333725735087
2024-09-12,P3,0.0951798268501436,0.3388167388167389,0.24837512789011104,55,0.3,0.05,0.008494337784394877,0.013156977705072626,0.030546932433075956,-0.23888099169523347,2.9284628074695913
2024-10-11,P3,0.04294567260247915,0.29712211563391233,0.21152668788544615,57,0.25,0.0,0.010260787520180826,0.014164160280959237,0.010620346514480867,-0.5368539225398341,2.7635115085636075
2024-11-11,P3,-0.00034761456694045763,0.08234642714325265,0.29326917940774033,58,0.15,0.05,0.00023639706177921516,-0.0010077952576372784,0.03107536062409961,-0.3454191419446584,3.0272844600095796
2024-12-10,P3,0.2516704811133528,0.2343984440122257,0.20758177776499448,60,0.5,0.05,0.0009167141966977457,0.0021526897999742944,0.0732234768708267,0.19695790719016815,2.5696735818216236
2025-01-08,P3,-0.1138244587526143,-0.30983606557377047,0.19862433384146966,61,0.15,0.05,-0.015815448738634334,-0.010676507286581316,-0.056349562044078524,-0.29140355508022386,2.622706453321632
2025-02-06,P3,-0.08228288640556515,-0.055299539170506916,0.35933297339190245,63,0.0,0.05,-0.009632350084182065,-0.020570948445958304,-0.05180906366794124,-0.3472157843438741,2.5613003488449033
2025-03-07,P3,0.10739444143213121,0.27880244755244754,0.37309468632696663,65,0.3,0.0,0.008697181565794083,-0.0038814501005930424,0.03327131056407309,0.39554016823040916,2.870021682317369
2025-04-07,P3,-0.0555293911398679,0.10255088895081765,0.3794196280964227,68,0.3,0.0,-0.00606726291485426,0.006026346410015204,0.0014343777072094183,-0.33730092517970567,2.811943096014104
2025-05-06,P3,0.0973408027795265,0.24460093896713614,0.4208591988142388,71,0.25,0.0,0.0062326153361613925,0.017159941776140553,0.0072173003597695105,0.4449789487032807,3.1196936482188518
2025-06-04,P3,0.030587541537505283,0.0602932664480031,0.41756966746089297,72,0.25,0.0,0.008373138032498624,0.015484904996851512,0.019575200217865334,0.9119369430470008,3.2163289406080193
2025-07-03,P3,0.14728621632174932,0.296829752525955,0.26147311716564803,78,0.25,0.0,0.006572396122125638,0.004788561380841272,0.040547774917694,0.7042914976781867,3.172797918421112
2025-08-01,P3,-0.14572296491816977,-0.2481695519670203,0.39816302331414005,78,0.15,0.0,-0.006656599872694676,-0.004762136658341243,-0.046854634687268366,-0.10368770887790824,2.759276649374278
2025-09-01,P3,0.2230809074898995,0.36925511197663097,0.44291690905178943,79,0.4,0.05,0.026129274038014738,0.031161216978189188,0.11719998693103935,-0.0570247083155917,2.750417453007291
2025-09-30,P3,0.09634151200503632,0.08774027191748711,0.36262620628102865,80,0.35,0.05,0.014344813439807556,0.03325225705010171,0.08308873771893648,-0.2124398993719092,2.647165530636411
2025-10-29,P3,-0.2022169273800891,-0.2601905881365182,0.39312130943748064,83,0.2,0.0,0.004106037434516643,-0.0009638296188685391,-0.04315484784149384,-0.1690228938956828,2.6117400303152984
2025-11-27,P3,-0.006713738540326196,0.03795216794054455,0.32935170785956286,88,0.4,0.05,0.011395103861456318,0.011392471606848087,0.031086994149285563,0.857873142931942,3.055243977907479
2025-12-26,P3,-0.04370135159957479,-0.06235199773574225,0.34677137076500464,86,0.35,0.05,-0.004219693542329955,0.008918822038310958,0.04081663152285044,1.2135639700576206,3.286183716857295
2026-01-26,P3,-0.22085229464397077,-0.08966539078898629,0.33408688070239834,90,0.3,0.0,0.023261305013941865,0.03129307808200599,-0.014177119748321167,-0.037775498321575895,2.6330444618401083
2026-02-24,P3,0.28185711963498294,0.28370392137656314,0.3372385934363703,82,0.25,0.2,0.005635338135797946,0.0003365539581884347,0.07825174535791485,-0.47949814366841936,2.682621388946992
2026-03-25,P3,0.04268845846218463,-0.03660896065959357,0.2280562768601798,78,0.2,0.05,-0.009161462272104336,-0.003106190407110354,0.010672820823507291,0.31374968933456193,2.6072730235377213
2026-04-23,out,0.03531915379633404,0.03327656423546834,0.19853966247921576,74,0.4,0.0,-0.0017190033188441665,0.0021725774110759044,0.1010044951591004,-0.49272065625030326,2.4995723558104572
2026-05-22,out,0.09939848496212407,0.2114559125085441,0.19757893947348684,76,0.3,0.05,-0.002919422237670359,0.010809326135320374,0.07854149247103913,-0.3422570796308806,2.7464776259669006
2026-06-22,out,-0.1604185104627616,-0.2913442387435923,0.1650956273906848,82,0.15,0.0,-0.0034941675593727494,-0.011024852912484562,-0.0731617062348825,0.17269763506239677,3.145383966237539
2026-07-21,out,,,,0,0.0,0.0,0.0,,,,
