date,portfolio_ret,benchmark_ret,sp500_ret,portfolio_cum,benchmark_cum,sp500_cum,drawdown,portfolio_local_gross_ret,portfolio_fx_effect,portfolio_usd_gross_ret,benchmark_local_ret,benchmark_fx_effect,benchmark_usd_gross_ret,active_local_gross_ret,active_fx_effect,active_usd_gross_ret
2018-12-11,0.0016108182765156315,0.0016197680626948848,-0.0003563683787511929,0.9924148130935504,0.9921140805835496,0.9862836409882358,-0.05205045623467941,0.0022855222,-0.0006747039,0.0016108183,0.0023134806,-0.0006937125,0.0016197681,-2.79584e-05,1.90086e-05,-8.9498e-06
2018-12-12,0.008034832858610074,0.008040977223691282,0.005419488922094429,1.000388700243166,1.0000916473088253,0.9916287942546146,-0.04443384009212925,0.0071354179,0.000899415,0.0080348329,0.0071307029,0.0009102743,0.0080409772,4.715e-06,-1.08593e-05,-6.1444e-06
2018-12-13,0.0005412754793953279,0.0007424548917453455,-0.000199919277876548,1.0009301861164719,1.0008341702445633,0.9914305485421456,-0.04391661556083104,0.0006172538,-7.59784e-05,0.0005412755,0.0007961329,-5.3678e-05,0.0007424549,-0.000178879,-2.23004e-05,-0.0002011794
2018-12-14,-0.019047608768912476,-0.019455084871927014,-0.01908667667720543,0.9818648595263306,0.9813628565197307,0.9725074342142173,-0.062127717818086015,-0.0183133946,-0.0007342142,-0.0190476088,-0.0186760991,-0.0007789858,-0.0194550849,0.0003627045,4.47716e-05,0.0004074761
2018-12-17,-0.017598851617260172,-0.017857662152082263,-0.02077347641300786,0.9645851655553247,0.9638380101793989,0.9523050739680934,-0.07863319294814675,-0.0183645526,0.000765701,-0.0175988516,-0.0186110812,0.000753419,-0.0178576622,0.0002465286,1.2282e-05,0.0002588105
2018-12-18,0.0007626572124019826,0.001217173353210896,8.641209140813899e-05,0.9653208133888115,0.965011168122201,0.9523873646411936,-0.07793050590748085,0.0004788594,0.0002837979,0.0007626572,0.0009504777,0.0002666957,0.0012171734,-0.0004716183,1.71022e-05,-0.0004545161
2018-12-19,-0.01303846229533186,-0.01287801305331183,-0.01539573318251797,0.9527345143605424,0.9525837417025316,0.9377246628887763,-0.08995287423988185,-0.0130909278,5.24656e-05,-0.0130384623,-0.0129194244,4.14114e-05,-0.0128780131,-0.0001715034,1.10542e-05,-0.0001604492
2018-12-20,-0.01415414327801183,-0.014223477457433612,-0.0157720905000478,0.9392493735383762,0.9390346883261079,0.9229347846415678,-0.10283381164763339,-0.0153698453,0.001215702,-0.0141541433,-0.0153914173,0.0011679399,-0.0142234775,2.1572e-05,4.77622e-05,6.93342e-05
2018-12-21,-0.020595636563510503,-0.019729601897925223,-0.02058830681440538,0.9199049347984749,0.9205079077570915,0.9039331201256801,-0.12131152040000881,-0.0198911199,-0.0007045166,-0.0205956366,-0.0189843618,-0.0007452401,-0.0197296019,-0.0009067581,4.07235e-05,-0.0008660347
2018-12-24,-0.020444269543403858,-0.02072869231547844,-0.02711224768478282,0.9010981503571476,0.9014269825632298,0.8794254614823541,-0.13927566452163465,-0.021359161,0.0009148914,-0.0204442695,-0.0216257371,0.0008970448,-0.0207286923,0.0002665762,1.78466e-05,0.0002844228
2018-12-25,-0.0018916272280724144,-0.0015436568213995443,,0.8993936085607662,0.9000354886526025,0.8794254614823541,-0.14090383411049012,-0.0016834521,-0.0002081751,-0.0018916272,-0.0013167556,-0.0002269012,-0.0015436568,-0.0003666965,1.87261e-05,-0.0003479704
2018-12-26,0.04171654368466683,0.04150007365545279,0.049593807154098,0.9369132013220016,0.9373870277242069,0.9230395182255137,-0.10506531137683062,0.0428102598,-0.0010588406,0.0417514191,0.042524414,-0.0010243403,0.0415000737,0.0002858458,-3.45003e-05,0.0002513455
2018-12-27,0.007711253104210246,0.0069778381075323685,0.008562629168861635,0.9441379761540715,0.9439279626477672,0.9309431633282834,-0.09816424348111974,0.0066992593,0.0010119939,0.0077112531,0.005927796,0.0010500421,0.0069778381,0.0007714633,-3.80483e-05,0.000733415
2018-12-28,0.004142105469337012,0.003907257899506212,-0.001241547233037266,0.9480486952289079,0.9476161326363877,0.9297873534197383,-0.09442874466159934,0.0034724214,0.0006696841,0.0041421055,0.0032601236,0.0006471343,0.0039072579,0.0002122978,2.25498e-05,0.0002348476
2018-12-31,0.007926725190667717,0.007829877111237615,0.008492440882795549,0.9555636167033584,0.9550358505035568,0.9376835175522263,-0.08725053017996398,0.0073189204,0.0006078048,0.0079267252,0.0072326741,0.000597203,0.0078298771,8.62463e-05,1.06018e-05,9.68481e-05
2019-01-01,-6.192514545906081e-05,-5.8949603590506536e-05,,0.9555044432873987,0.9549795515187548,0.9376835175522263,-0.08730705232365021,0.0,-6.19251e-05,-6.19251e-05,0.0,-5.89496e-05,-5.89496e-05,0.0,-2.9755e-06,-2.9755e-06
2019-01-02,0.0011266992427124184,0.0003639997071271192,0.001268524243572822,0.9565810094200589,0.9553271637958201,0.93887299182704,-0.08627872187067442,0.0024868027,-0.0013601034,0.0011266992,0.0018792358,-0.0015152361,0.0003639997,0.0006075669,0.0001551327,0.0007626995
2019-01-03,-0.025885386383392297,-0.024718064708367536,-0.02475667621502542,0.9318195403842052,0.9317133251434537,0.9156296171613457,-0.109930750201779,-0.026696203,0.0008108167,-0.0258853864,-0.0254905564,0.0007724917,-0.0247180647,-0.0012056467,3.8325e-05,-0.0011673217
2019-01-04,0.03237303285461155,0.03198539864937701,0.0343356931888279,0.961985364979632,0.9615145472751037,0.9470683947708016,-0.08111650913518187,0.0322954247,7.76081e-05,0.0323730329,0.0318465999,0.0001387987,0.0319853986,0.0004488248,-6.11906e-05,0.0003876342
2019-01-07,0.007914643375839438,0.006981044771797973,0.00701043468644591,0.9695991360762226,0.9682269233783662,0.9537077558959395,-0.07384387400104042,0.0069132465,0.0010013969,0.0079146434,0.005895982,0.0010850628,0.0069810448,0.0010172645,-8.36659e-05,0.0009335986
2019-01-08,0.008880811649375039,0.008373041093562267,0.009695296290921585,0.9782099633791123,0.9763339271957067,0.9629542351643006,-0.06561885588812877,0.009443446,-0.0005626344,0.0088808116,0.0089588807,-0.0005858396,0.0083730411,0.0004845653,2.32052e-05,0.0005077706
2019-01-09,0.007011353039346129,0.006304413294157129,0.004098026343900329,0.985068538778969,0.982489139785856,0.9669004469879743,-0.05906757981345234,0.0056033469,0.0014080061,0.007011353,0.0048554412,0.0014489721,0.0063044133,0.0007479057,-4.0966e-05,0.0007069397
