n,raw_ic,resid_ic,vol_overlap,date
190,0.039407453544393956,0.1180359275151229,0.4989471916216223,2022-06-13
190,0.3619461935347547,0.029470709933647383,0.48524274953133184,2022-07-12
190,-0.08133867070705235,-0.038995394244774245,0.5063251607643204,2022-08-10
190,-0.19141937865559397,-0.2712899176387741,0.43009168661914227,2022-09-08
191,-0.24920281861646276,-0.12598511986773217,0.40443804153699625,2022-10-07
191,-0.1523914580389946,-0.18081944061724992,0.43797953633841336,2022-11-07
191,-0.28802897494927915,-0.15869041058142735,0.5037510398027001,2022-12-06
191,0.40715883090986343,0.1744988288784789,0.5242482850790249,2023-01-04
192,0.02205550115928447,0.018058419010932372,0.5067929000503554,2023-02-02
192,-0.059617756640959356,-0.10985100236009007,0.5271385385388779,2023-03-03
192,-0.3527337309208085,-0.23265028619482953,0.5249318844978103,2023-04-03
192,0.36369747756696397,0.09379153894148606,0.5214519325813359,2023-05-02
192,0.14504902023122923,0.12169383935111089,0.5178617751230488,2023-05-31
192,0.2485658456361655,0.2113399614789898,0.5868012756715332,2023-06-29
192,-0.15935453516619197,-0.15513862138187345,0.5918893807635379,2023-07-28
192,0.02901963776317892,0.028356685565472155,0.5416729540341162,2023-08-28
192,-0.06947944880323619,-0.10854549277052873,0.523868824886785,2023-09-26
192,0.25233911064212217,0.18240342619971248,0.5003085755170759,2023-10-25
192,0.3042746997962293,0.253396020399859,0.4538840671609526,2023-11-23
193,0.03271145430888771,-0.05162484642914374,0.4743194045447034,2023-12-22
193,0.013045187427548668,-0.07087461941135623,0.4879505100397115,2024-01-22
193,0.0328483327950117,-0.0004490278297099513,0.47930796182756297,2024-02-20
193,0.08616166851539087,0.058864376902943216,0.4864548609430268,2024-03-20
193,0.10841193413477793,0.12614176593130708,0.501238584408192,2024-04-18
193,0.20718144662205298,0.18495439613268522,0.5131637151522941,2024-05-17
193,0.05863907730548396,0.06945909673628545,0.4801083677894607,2024-06-17
193,-0.13434373025595114,-0.13744257785374714,0.4702238966666722,2024-07-16
193,-0.12610765159088075,-0.11987707654505635,0.47902251986826266,2024-08-14
194,0.4164557419729494,0.38443459216922166,0.49741425287809715,2024-09-12
194,0.2528524140742958,0.25858003969215976,0.5040666040466346,2024-10-11
194,-0.08988596917982365,-0.0830913864726161,0.5006307201385858,2024-11-11
194,0.13900649538490506,0.007603965928841737,0.5043591595767148,2024-12-10
194,-0.17379016882747075,-0.15340156878536237,0.4577039485956923,2025-01-08
194,-0.32261534567555006,-0.2299770311414988,0.41401538217531475,2025-02-06
194,-0.14549941488946982,-0.07292263315979998,0.43570968958707756,2025-03-07
196,0.271839182589144,-0.022698403844161646,0.4569085049821179,2025-04-07
196,0.36399872817448004,0.15962833395755804,0.32914252108554704,2025-05-06
196,0.3404699539163509,0.22118113938273476,0.3124278820101874,2025-06-04
196,0.1474783825502166,0.09824446764258223,0.3198285424675349,2025-07-03
196,0.012856914037819378,0.027543450023508043,0.4219914446548218,2025-08-01
196,0.2004695235993621,0.08655101243933731,0.46559613288197826,2025-09-01
196,0.22399112590841838,0.07877821960490561,0.46105389484958015,2025-09-30
196,-0.2443929303708116,-0.09684514180525784,0.45929198462332893,2025-10-29
196,0.056193017868530516,0.0048737339527767385,0.48426632496286515,2025-11-27
197,0.08582673766576834,0.03901283632973264,0.5216999923088635,2025-12-26
197,-0.033479961858281615,-0.02364314438281081,0.5086878450220296,2026-01-26
199,0.32675523584236355,0.27074158672148624,0.5513256453870038,2026-02-24
199,0.14639572589902666,-0.0403228262524745,0.5878911038390496,2026-03-25
199,0.0488983165055087,-0.06620374600274098,0.5833593472808699,2026-04-23
200,-0.005406889227399126,-0.16156453911347787,0.6012264325004614,2026-05-22
200,-0.13202964976351855,0.10174154353858847,0.6068275809308947,2026-06-22
