date,n_valid,raw_ic,resid_ic,self_mom_corr,sector_ic,score_corr
2021-05-26,186,-0.4228720353957546,-0.32875991345302985,0.6062548662169155,-0.3376089216696427,-0.4860491680226025
2021-06-24,186,-0.12161462825599448,-0.10675959379295757,0.4383786581130034,-0.04681172461058608,0.09317494137228483
2021-07-23,186,0.07714711577150052,0.06838580798550835,0.4616210908816762,0.10631039648206725,-0.36186301482271777
2021-08-23,186,-0.16050333583540413,-0.12318533886244305,0.4246977700488136,-0.09027875555389787,-0.21824132636580212
2021-09-21,187,-0.1819448063745371,-0.1790615159605277,0.3628142215893034,-0.04150899768405522,-0.16482748127939723
2021-10-20,187,-0.24345314340873306,-0.25677555695794285,0.35948161007711255,-0.0991121599947148,0.04085385324030405
2021-11-18,187,-0.25609541252078294,-0.18681980799709796,0.5039528883244819,-0.14968674185840805,0.4122987311852426
2021-12-17,189,-0.08950567909134538,-0.08305624432900989,0.46768339287936156,-0.10525782541460034,-0.3467765157574788
2022-01-17,189,0.010215254448177181,0.0069917565878932966,0.6169359569135606,-4.2659841092091936e-05,-0.239351925914076
2022-02-15,189,0.10517428322579499,-0.042309026182251706,0.7155779519721289,0.0049112142057270835,-0.41836169251221383
2022-03-16,190,0.14915911069121324,0.09435272048192628,0.5886067699790489,0.07902566188595399,-0.2811142710432573
2022-04-14,190,-0.21027350225476432,-0.23650204896253713,0.6356685780769551,-0.30015614953614406,-0.20196512566810104
2022-05-13,189,0.11538420519383566,0.11494266531636246,0.6343038447181785,0.15104072237330918,-0.011939423025649232
2022-06-13,190,0.0010856110608108405,0.006227744488764454,0.43072515494670366,0.1517099905085576,0.06841274215206428
2022-07-12,190,0.309959016214183,0.3466850647218367,0.5525182939897738,0.28550521154544306,-0.0414168055391533
2022-08-10,190,0.052537999684206665,0.050760296098962925,0.4834391753551773,0.05972525542707926,-0.017907779005884222
2022-09-08,190,-0.19070975868991852,-0.17959310191033145,0.5412300384469027,-0.15738736019805188,-0.12555035057101743
2022-10-07,191,-0.06304078258473408,-0.005100800177627286,0.5383352852025352,-0.17771080187379446,0.18665438137227885
2022-11-07,191,-0.1657601956461835,-0.1449668769306494,0.6045122623312207,-0.07016051253788923,-0.4087998105568451
2022-12-06,191,0.2769461284100303,0.2567091377876629,0.6342931937172774,0.23867284375861117,-0.1907337942706539
2023-01-04,191,-0.44663819233948737,-0.3311632525059419,0.6686104987599889,-0.35709045191512806,-0.3794829842931937
2023-02-02,192,-0.1567391422293357,-0.1596820895390867,0.7006229145755909,-0.06755757805930065,0.09962750526881584
2023-03-03,192,0.035121598893199144,0.01707116374736653,0.5863196158749967,0.05191689498955592,0.24590416865213277
2023-04-03,192,-0.10541905162357922,-0.08393664628251439,0.6080131161327077,0.14691899736863523,0.10875403521145867
2023-05-02,192,-0.3640811925236688,-0.2941027578875709,0.6248406261020537,-0.12177013536608525,-0.32428180017904135
2023-05-31,192,-0.25164968939044574,-0.23987269786809495,0.752985717385997,-0.17016554539782439,-0.12153955185416274
2023-06-29,192,-0.11734835743157096,-0.10132328553519579,0.4494547378129833,-0.11435246724357759,-0.12640554214252775
2023-07-28,192,-0.12034763855356322,-0.11977844333793762,0.46877119333749295,-0.001105444483628571,0.1074586984238939
2023-08-28,192,0.19059083633996152,0.1901461179189605,0.4905036893361908,0.11602589317201531,-0.21437315194097067
2023-09-26,192,-0.03885840815994358,-0.02671133231704717,0.4070680628272252,-0.04776978270894936,-0.22704846322871172
2023-10-25,192,-0.1701095949868432,-0.16819770886142132,0.4470709112117842,-0.19298144480915824,-0.03502665274123105
2023-11-23,192,-0.22839805496025828,-0.2635740584810032,0.3072033610937797,-0.25199217372433064,0.14255147437810273
2023-12-22,193,-0.07665355750227018,-0.07196972174104621,0.24384548101062978,-0.09598679290636182,-0.03642467015650873
2024-01-22,193,-0.010895184552107258,0.0029217409791301987,0.516001415522675,0.06509735056887986,-0.09544261791570963
2024-02-20,193,0.053252363655787616,0.05813703225761446,0.5381323113081566,0.09503532129693926,-0.15946497249078573
2024-03-20,193,0.17722744511511135,0.17823300490088556,0.6339371561348219,0.0679601116393355,-0.24114964478393244
2024-04-18,193,-0.08005715506650285,-0.09179908549558533,0.6320058356925378,0.020324768976016237,-0.22805939853640295
2024-05-17,193,-0.1813755274825063,-0.14303303748601864,0.5451732012178837,-0.0022651701298007586,-0.30155569846185487
2024-06-17,193,-0.08059799156027989,-0.05976284389794395,0.5020331445969766,-0.04979868863842743,-0.19180165322365259
2024-07-16,193,0.19805966561615296,0.1779530981389238,0.48881770471662833,-0.05104227872442711,-0.4145244645051012
2024-08-14,193,0.2460438812029272,0.1690575639359194,0.4587829175791891,0.16934358474440467,-0.4253028016665776
2024-09-12,194,-0.4377831558965045,-0.2802313484587106,0.6058954773126025,-0.2649817358540183,-0.6511264602071716
2024-10-11,194,0.09665410707021732,0.13014785421551203,0.5292756386287714,0.19878704704301625,-0.3911294862286411
2024-11-11,194,0.15139477263295434,0.14331283117133328,0.6564532630982072,0.1658137919982907,-0.13587456291371677
2024-12-10,194,-0.1345909365459603,-0.12641851398412524,0.6744158144083362,-0.14382285627411423,-0.04701507562465844
2025-01-08,194,-0.02698820329288787,-0.020940171376351645,0.5955426444182386,-0.02956203029917041,0.07743422647541016
2025-02-06,194,0.11859737933131448,0.04990535475283869,0.3794940276858978,0.015021386924597221,-0.1831175736301465
2025-03-07,194,0.0035706508117169943,-0.10731777999250293,0.5554412362916182,-0.1378517748476618,-0.36356935062680557
2025-04-07,196,0.10817681231024234,0.2052481176385383,0.5068906438014488,0.165512515041159,-0.17105073373393087
2025-05-06,196,-0.0754265314091275,-0.14641212593926473,0.5703846552287452,-0.0922965359513583,0.1006877096797329
2025-06-04,196,0.08915841229111716,-0.040877424651104395,0.7058467276016226,-0.03845436651818088,0.30613998039668816
2025-07-03,196,0.1009745874140363,0.0870087682399923,0.6729546015985466,0.08532700077297613,0.12868857031293582
2025-08-01,196,-0.1154396002836902,-0.1178682684556134,0.5578178167010654,-0.11866538102941294,0.1336874680997915
2025-09-01,196,0.1056379443616572,0.18701675695834535,0.3698284311772347,0.20672568910422429,-0.21713616332905675
2025-09-30,196,0.2696076946983401,0.28240690573016597,0.5326076389165585,0.2841826773661437,-0.007063567324626064
2025-10-29,196,-0.0595303173983377,-0.009216212184472718,0.6469650726358486,0.041528739570799035,0.15935101881439812
2025-11-27,196,-0.07477468144618254,-0.08300562278266796,0.6631194766075115,0.06787367817099507,0.15501444549501409
2025-12-26,197,0.3382132733111704,0.33728302980042046,0.5571780165688796,0.4077818483184691,0.02659877538274529
2026-01-26,197,0.4687410728019866,0.4630442492388508,0.6343859186498781,0.4545438849282215,-0.09206671974591736
2026-02-24,199,-0.13388914268311253,-0.1259172706310055,0.7881391807522461,-0.18161869955839807,-0.05359989888828948
2026-03-25,199,0.25914420587787423,0.27068160287397025,0.8282990711131416,0.25861123800822294,0.001658293982480958
2026-04-23,199,0.11159433531292827,0.1043312050457769,0.7964108420892341,0.07431247144814984,0.04232846934882717
2026-05-22,200,0.09499737493437337,-0.007448325022337609,0.6754908872721819,0.1712517812945324,0.5546793669841746
2026-06-22,200,-0.40664366609165237,-0.38482298671244475,0.5339773494337359,-0.42295807395184887,0.15615840396009903
2026-07-21,200,-0.09501237530938275,-0.09321558638471232,0.46916672916822927,-0.1334028350708768,0.19732693317332936
