date,pairwise,ex_ante_te,realized_21d_te,cond,n_nan_cols
2024-01-19,True,0.03107934816703579,0.038051095786816834,1005985.475063213,9
2024-02-19,True,0.03040015616584021,0.06454539498506104,914207.3015352282,9
2024-03-19,True,0.03780316946193599,0.041217198626146145,953307.5797450342,7
2024-04-17,True,0.031465713316659726,0.0377481148075151,898777.873303763,7
2024-05-16,True,0.03165433976622931,0.035303960349502374,925574.0450933989,7
2024-06-14,True,0.03264423091178326,0.029525580972310426,950646.4978288023,7
2024-07-15,True,0.03112077263135116,0.04637230928627144,824948.4076282342,7
2024-08-13,True,0.029774200365511757,0.03794960212276656,1245793.5063135761,7
2024-09-11,True,0.02795284264446854,0.01947681153831857,1384664.1766416316,7
2024-10-10,True,0.030920612902838707,0.08203334944213882,1299459.369383308,4
2024-11-08,True,0.031299488197032585,0.03655569208034691,1240541.4080314138,4
2024-12-09,True,0.03514300181705073,0.03149424185867848,1181225.6402656534,4
2025-01-07,True,0.0329494367958307,0.045660953117038126,1254767.0554088175,4
2025-02-05,True,0.02771965414092961,0.03589099190355575,1071995.8519197158,4
2025-03-06,True,0.0272293017081208,0.0346018766623613,1009849.638388351,4
2025-04-04,True,0.026458076903710586,0.02569543791943034,1333945.650768148,4
2025-05-05,True,0.028801860721545777,0.020519071256558732,1998503.4646887763,4
2025-06-03,True,0.02930233495122447,0.01745330741348704,1936672.765433167,4
2025-07-02,True,0.026994931961157365,0.024541681005892598,1847071.7134410664,3
2025-07-31,True,0.026723389519100343,0.028533661426687097,1725899.7142949232,3
2025-08-29,True,0.029583033166998507,0.035352204121473725,1698438.3963437532,1
2025-09-29,True,0.031377744037886166,0.048014312111507876,1447691.8647923064,1
2025-10-28,True,0.030531119773885028,0.06634791220387211,784658.7855647227,1
2025-11-26,False,0.033360519005553105,0.026800177675998012,182.49528582385446,0
2025-12-25,False,0.034894514903697785,0.031839014979184385,225.1000812684428,0
2026-01-23,False,0.030155831058696837,0.061393837273270926,272.1474888594029,0
2026-02-23,False,0.03172691689554646,0.025376166103372295,257.41540079499424,0
2026-03-24,False,0.031265423037255456,0.027201861311625188,324.0289488335498,0
2026-04-22,False,0.03013777295854328,0.035013268098351966,415.1023338794469,0
2026-05-21,False,0.029490373184965054,0.03912068284347038,319.7997522780776,0
2026-06-19,False,0.03071047077591262,0.039598099339964644,366.6830272112208,0
2026-07-20,False,0.028638500986625025,0.045412729369254286,576.365874672359,0
2026-08-18,False,0.03185834971430933,,819.0435197400005,0
