date,n,ic,spread,bm_fwd
2022-10-07,66,-0.02210648269072183,-0.01057990790954251,0.03575395062627584
2022-11-07,66,0.16760254670702435,0.027438523946729146,0.05193809149761952
2022-12-06,66,-0.25218661935079845,-0.05002770364427739,-0.02039886041282657
2023-01-04,66,-0.04369063772048848,0.0012400946989084283,0.10170088982142533
2023-02-02,66,0.18513725080889265,0.00796667310768507,-0.02744686915068495
2023-03-03,66,-0.09237031625091327,-0.020587107495364458,0.043139875620680446
2023-04-03,66,-0.20960233796054695,-0.017836064328230292,0.00652850455060805
2023-05-02,66,0.055672685523431804,0.03875739600067127,0.034127660479984945
2023-05-31,66,0.095292766934558,0.004072650388933126,0.049212158730777666
2023-06-29,66,0.07550360087673522,0.010716663132166938,0.041614395287586925
2023-07-28,66,0.11908986535852209,0.00873675157042516,-0.028541875468486855
2023-08-28,66,-0.1876839578332116,-0.01811992735345135,-0.029391248862400965
2023-09-26,66,-0.002776328149462478,-0.00620656658777889,-0.012027045944508985
2023-10-25,66,-0.16447134954597642,-0.008620874754169117,0.09727834521076928
2023-11-23,66,-0.06377204884667573,0.012856345147468862,0.03890517226552048
2023-12-22,66,0.21636572382841046,0.04054040331071497,0.02816521603882638
2024-01-22,66,0.25978499112827474,0.05306909141766576,0.038192215831724274
2024-02-20,66,0.02824339839265213,0.008196579608899218,0.05173715521292954
2024-03-20,66,-0.14798037783112414,-0.022029526752458773,-0.03868224349438487
2024-04-18,66,0.04569460390355914,-0.00041339910867210783,0.06451818368676387
2024-05-17,66,0.18927043106147587,0.06178176675429446,0.046222083554396054
2024-06-17,66,-0.2603694812650037,-0.03889146608282178,0.0341732845696221
2024-07-16,66,0.14029850746268657,0.02478741695160501,-0.04445151705875616
2024-08-14,66,-0.23298194342970469,-0.0437002289582057,0.025070540016079557
2024-09-12,66,0.046487840517691274,0.005995820613982711,0.03920345192398078
2024-10-11,66,-0.2156977351007202,-0.09968151187301094,0.02564170361389917
2024-11-11,66,-0.22517482517482523,-0.0451004453529155,0.01495420579997897
2024-12-10,66,0.12109509545691911,0.028218903254619787,-0.010806433516245884
2025-01-08,66,0.08089010427435986,-0.005278710418687778,0.0348485240397316
2025-02-06,66,-0.05801064607034757,0.011580498065410422,-0.05475498021916558
2025-03-07,66,-0.07529485439933203,-0.0051476563486328175,-0.1295046313268321
2025-04-07,66,0.0733542777858324,0.03425908393929833,0.1288160038555426
2025-05-06,66,0.24694966027501344,0.021209081773184216,0.0734638233559437
2025-06-04,66,0.10994676964826222,0.033489139527789716,0.05488244806366804
2025-07-03,66,0.036050516647531575,0.005671623305261114,-0.006545440617053533
2025-08-01,66,-0.05784364888842502,-0.034303488131631726,0.035764697507929766
2025-09-01,66,0.0766725811501931,0.011234246078441812,0.05109369559865162
2025-09-30,66,-0.0410186828097276,-0.011317826077138132,0.04723721902335143
2025-10-29,66,-0.09871620916397038,0.0006020037993876848,-0.01903315931624372
2025-11-27,66,0.08189124308527294,0.01444313976390154,0.02156506348462317
2025-12-26,66,0.21260828723515293,0.08705227470971355,0.011136608316760555
2026-01-26,66,0.2109383154159274,0.09236952978931146,0.0005861518143530642
2026-02-24,66,-0.10781755557874964,-0.022746707771570705,-0.046500759272035785
2026-03-25,66,0.11099050203527817,0.037406174416610746,0.08902885654757275
2026-04-23,66,0.09349754722889053,-0.02932570624645575,0.0718423372926904
2026-05-22,66,0.2188289322617681,0.11086054777473117,0.022834788240615245
2026-06-22,66,-0.2712242980899698,-0.09852760978485708,-0.020054899095678702
