date,sum,min,max,n_pos,n_neg,n_nan,top5_sum,n_ge_0_15,l1_vs_prev
2022-06-10,0.9999999999999951,1.1264850500515519e-15,0.05438186263945145,240,0,0,0.23150507540234658,0,0.11763549555163239
2022-07-11,0.999999999999995,1.3482216106184783e-15,0.05675138680520716,240,0,0,0.24301807460153327,0,0.10512963893793183
2022-08-09,1.0000000000000004,2.085686233952298e-17,0.0605982100482527,240,0,0,0.24455366537042295,0,0.12715264320823838
2022-09-07,0.999999999999999,-7.099121113214835e-18,0.0634299473554139,240,0,0,0.23879961053002244,0,0.08697302842820478
2022-10-06,0.9999999999999982,4.691547722777028e-16,0.057584242548695305,240,0,0,0.22712637457423385,0,0.09684610281999968
2022-11-04,1.0000000000000002,-6.724329949296062e-17,0.055533949986705015,240,0,0,0.21614903019544562,0,0.13338722907498884
2022-12-05,0.9999999999999967,6.718593436377308e-16,0.05624761598735983,240,0,0,0.21679683543892309,0,0.09022120959414243
2023-01-03,0.9999999999999991,4.436957563697717e-16,0.05618104036980194,241,0,0,0.19948856278522295,0,0.1298062201040834
2023-02-01,1.0000000000000002,-1.784310544341619e-18,0.053093521702808705,241,0,0,0.20751739648477174,0,0.12703533127957084
2023-03-02,0.9999999999999966,8.593600750208141e-16,0.05322925040482347,241,0,0,0.20500851728733427,0,0.09236651712097038
2023-03-31,0.9999999999999964,7.541798606987757e-16,0.05773256721883316,241,0,0,0.21540150691883492,0,0.11336598981990444
2023-05-01,1.0,-1.9995196107992527e-17,0.06128833049038342,241,0,0,0.21198730994506995,0,0.10853927776761596
2023-05-30,0.999999999999998,5.04796834723827e-16,0.06257227104648358,241,0,0,0.20476428104617495,0,0.13885882827117835
2023-06-28,1.0000000000000027,-9.490387640782093e-16,0.06046563659357759,241,0,0,0.20141635766263605,0,0.09042292049158168
2023-07-27,0.9999999999999977,4.884094040250654e-16,0.057309338213254596,241,0,0,0.20254524561885417,0,0.09008642879527931
2023-08-25,1.0000000000000004,-1.5953367078845206e-16,0.05649156829075439,241,0,0,0.21119960171031976,0,0.10548475186724596
2023-09-25,1.0000000000000053,-1.4835202878931713e-15,0.055669997524268204,243,0,0,0.21658956403944704,0,0.07536873372132165
2023-10-24,1.0000000000000056,-1.3744615015093234e-15,0.05963884671789988,243,0,0,0.22903870621769698,0,0.10057145012444733
2023-11-22,1.0000000000000013,-1.0412638807800726e-16,0.06575996863079407,243,0,0,0.24098856493665194,0,0.09403064932420485
2023-12-21,1.0000000000000004,-8.08273392485771e-17,0.06544594841792516,243,0,0,0.24267730710543323,0,0.08270113721854037
2024-01-19,0.999999999999996,9.259162499556526e-16,0.07447718029711327,243,0,0,0.2637116229878912,0,0.09024605591818229
2024-02-19,1.0000000000000009,-4.455359345411495e-16,0.08033685489391208,243,0,0,0.259255400248792,0,0.10610578900875522
2024-03-19,0.9999999999999997,2.4846262299696473e-17,0.08867233652455818,243,0,0,0.2909699537023347,0,0.14428355750581723
2024-04-17,0.9999999999999997,7.015102411688195e-17,0.08527533325738784,246,0,0,0.2939118421379196,0,0.0958556506519348
2024-05-16,0.9999999999999993,6.69174699805852e-17,0.08904768407289348,246,0,0,0.30222291307160354,0,0.0951603347998547
2024-06-14,0.9999999999999996,1.4477255699009822e-16,0.1063425511945889,246,0,0,0.31044201864131254,0,0.09649384485876225
2024-07-15,0.9999999999999994,2.1257751284663007e-16,0.09912300243106684,246,0,0,0.2991484316724669,0,0.09048315685548283
2024-08-13,0.9999999999999993,1.1576008618818458e-16,0.09131500905770373,246,0,0,0.2839696494204242,0,0.15179214784666273
2024-09-11,0.9999999999999967,8.557180687474202e-16,0.09029163364407039,246,0,0,0.28093929757074937,0,0.08391047892026857
2024-10-10,1.0,7.588040634990515e-17,0.09734741205747352,246,0,0,0.29814992327331613,0,0.08205744260075226
2024-11-08,1.0000000000000004,-1.9631238753159292e-17,0.100040707624354,246,0,0,0.30455551740794035,0,0.08693791135671539
2024-12-09,1.0000000000000004,1.0322470165125173e-16,0.09226617109017682,246,0,0,0.3047331824251076,0,0.063052359038123
2025-01-07,0.9999999999999993,-7.696821533930916e-19,0.09476561732504879,247,0,0,0.30203157902472577,0,0.07910652404030229
2025-02-05,1.0000000000000009,4.0025168449864324e-17,0.0815220105865686,247,0,0,0.28309284971012316,0,0.11645642295969465
2025-03-06,0.9999999999999899,2.9028141462764578e-15,0.07649157317527114,249,0,0,0.2770717495848988,0,0.1007744286669163
2025-04-04,0.9999999999999979,7.284236600789951e-16,0.07417027117294588,249,0,0,0.26835994420157555,0,0.07955572105444228
2025-05-05,1.0000000000000004,9.878141556517387e-17,0.07834131751889793,249,0,0,0.2719574506798592,0,0.08748642923018261
2025-06-03,0.9999999999999994,9.325648175417268e-06,0.0911278870829282,250,0,0,0.27860753222657464,0,0.08238849022614576
2025-07-02,0.9999999999999996,1.8414540641563514e-06,0.09642855619331628,250,0,0,0.284064110481676,0,0.06216147447490901
2025-07-31,1.0000000000000009,2.6403559993812587e-06,0.10744871463811216,250,0,0,0.30106360819561206,0,0.08237974973554113
2025-08-29,0.9999999999999991,2.599424321758348e-06,0.09573353067705674,250,0,0,0.2922626774543549,0,0.09892820932645355
2025-09-29,0.9999999999999999,1.3987356829493855e-05,0.08597975356599385,250,0,0,0.28108702421253,0,0.12522982825458506
2025-10-28,1.0000000000000013,4.3827104536483005e-06,0.08392423937537954,250,0,0,0.2800560096335044,0,0.09989755070069446
2025-11-26,0.9999999999999997,1.67869035360367e-05,0.07588943246375882,250,0,0,0.28199220504858635,0,0.11859592877354114
2025-12-25,0.9999999999999999,5.350650067803196e-06,0.07663664262647596,250,0,0,0.26970594489931343,0,0.07991784695777415
2026-01-23,1.0,5.15738639295416e-06,0.07433659532690039,250,0,0,0.25900005790776337,0,0.12243001938987554
2026-02-23,1.0,6.387625545553526e-06,0.07690654491082045,250,0,0,0.2540303516016205,0,0.14283962312815107
2026-03-24,0.9999999999999991,1.7865046709758436e-05,0.0737011558619429,250,0,0,0.26134367986996315,0,0.11267989759301798
2026-04-22,0.9999999999999997,5.545567864133903e-05,0.07662988059946949,250,0,0,0.27118194943795726,0,0.07764072144130521
2026-05-21,0.999999999999998,9.904312869634622e-05,0.07764555437603396,250,0,0,0.268835180064651,0,0.1150245144275292
2026-06-19,1.0000000000000004,5.496218956218329e-06,0.07111046558057636,250,0,0,0.2540493105305799,0,0.13787581641199464
2026-07-20,0.9999999999999989,0.000165348944263318,0.0720164399839928,250,0,0,0.25886224823836623,0,0.1298464935128143
2026-08-18,0.9999999999999996,0.00016590982658054706,0.07479126567821012,250,0,0,0.25971745176306155,0,0.1361135330499319
