spread,primary,gap_bottom,gap_mid,gap_top,gap_delta,spec_delta,gap_delta_H1,gap_delta_H2
fac_eps_g63,True,0.017435572851107563,0.011117576067357405,0.040020135439332964,0.0225845625882254,0.0001003498057224328,0.009280372500805618,0.03443685726011023
fac_eps_us_lead63,False,0.02578462609813103,0.03279329250204083,0.009026824800151666,-0.016757801297979363,0.00039703273651211027,-0.037965457467622546,0.006808325307729491
fac_eps_us_lead252,False,0.04410687656686487,0.029455212872613483,-0.004861094421445047,-0.04896797098830992,-0.010083672576431092,-0.03447859281039276,-0.04934776335598233
fac_eps_tech_lead63,False,-0.006936904019394924,0.030481050038230324,0.04473104192017807,0.051667945939572996,0.004820009089041861,0.013422733649086494,0.07550599231473372
