spread,gap_bottom,gap_mid,gap_top,gap_delta,spec_delta,gap_delta_H1,gap_delta_H2,G1,G2,G3,verdict
fac_eps_g63,0.0174355728511075,0.0111175760673574,0.0400201354393329,0.0225845625882254,0.0001003498057224,0.0092803725008056,0.0344368572601102,True,True,True,PROCEED
fac_eps_us_lead63,0.025784626098131,0.0327932925020408,0.0090268248001516,-0.0167578012979793,0.0003970327365121,-0.0379654574676225,0.0068083253077294,True,False,True,SHELVE
fac_eps_us_lead252,0.0441068765668648,0.0294552128726134,-0.004861094421445,-0.0489679709883099,-0.010083672576431,-0.0344785928103927,-0.0493477633559823,True,True,True,PROCEED
fac_eps_tech_lead63,-0.0069369040193949,0.0304810500382303,0.044731041920178,0.0516679459395729,0.0048200090890418,0.0134227336490864,0.0755059923147337,True,True,True,PROCEED
