date,sub,n_valid,share_sig,state,ic
2024-06-17,P3,193,0.02072538860103627,0.01814834349772987,0.17430292185246515
2024-07-16,P3,194,0.041237113402061855,0.021481987876322606,-0.161519817317451
2024-08-14,P3,194,0.05670103092783505,0.00991008046496944,-0.13725729127717537
2024-09-12,P3,194,0.041237113402061855,0.008597623481917616,0.07346007979521146
2024-10-11,P3,194,0.04639175257731959,0.011626398560488305,0.13009249177188922
2024-11-11,P3,194,0.05154639175257732,0.023545184318473744,-0.1883783328471112
2024-12-10,P3,194,0.03608247422680412,0.021194457558353363,0.1358219687475603
2025-01-08,P3,194,0.030927835051546393,0.010717412418308925,-0.20225168773857413
2025-02-06,P3,196,0.030612244897959183,0.0030266367041384967,-0.21148196389903562
2025-03-07,P3,196,0.04081632653061224,0.002757821995618137,0.012878174653720832
2025-04-07,P3,196,0.04591836734693878,0.006932025541097175,-0.1059375722174852
2025-05-06,P3,196,0.04081632653061224,0.005827886047014452,0.013757381125038848
2025-06-04,P3,196,0.04591836734693878,0.006669383505009563,-0.032316776769278584
2025-07-03,P3,196,0.03571428571428571,0.004508022047900795,-0.12026073998517799
2025-08-01,P3,196,0.07142857142857142,0.008454542827915468,-0.04282765820111723
2025-09-01,P3,196,0.00510204081632653,0.0317775819875461,0.027111539656862357
2025-09-30,P3,196,0.00510204081632653,0.03794329379599937,0.10864537927627124
2025-10-29,P3,197,0.01015228426395939,0.04000794131722074,0.13856194566854466
2025-11-27,P3,197,0.01015228426395939,0.03468537586443965,-0.01250308792005674
2025-12-26,P3,199,0.020100502512562814,0.04278339814023724,0.08113822363278493
2026-01-26,P3,199,0.01507537688442211,0.043619597658179465,0.06536200082247944
2026-02-24,P3,199,0.01507537688442211,0.01672250852833823,0.015556570732450129
2026-03-25,P3,200,0.03,0.0373224687444047,-0.1665676869194457
2026-04-23,out,200,0.045,0.04964970257896706,-0.07606060606060606
2026-05-22,out,200,0.04,0.05663279679942246,-0.020829520738018453
2026-06-22,out,200,0.03,0.0049156574936723985,-0.022203555088877225
2026-07-21,out,200,0.025,0.0047805453953779775,
