key,n_trees,best_iter,n_rounds_run,ndcg@5_first,ndcg@5_best,ndcg@5_argmax,ndcg@5_gain,ndcg@5_noise,ndcg@5_snr,ndcg@10_first,ndcg@10_best,ndcg@10_argmax,ndcg@10_gain,ndcg@10_noise,ndcg@10_snr,degenerate
2018-11-26 00:00:00,37,37,137,0.26308549446802276,0.41794768582624825,87,0.1548621913582255,0.00901390489016418,17.1803666940405,0.2355719568820693,0.37686438042992465,37,0.14129242354785534,0.0062750680504365134,22.5164766998864,False
2019-02-21 00:00:00,67,67,167,0.2945232366090879,0.3671535344639485,106,0.07263029785486058,0.0056173076856468876,12.929734655703927,0.2861768853421854,0.33963948328246085,67,0.05346259794027547,0.002876842755866499,18.583774810511898,False
2019-05-21 00:00:00,111,111,211,0.2574514542251501,0.3486817144702061,111,0.09123026024505604,0.005027332148501443,18.146853549799797,0.24269529491551134,0.3505512012058924,144,0.10785590629038105,0.006050479905274233,17.826008511550054,False
2019-08-16 00:00:00,111,111,211,0.2574514542251501,0.3486817144702061,111,0.09123026024505604,0.005027332148501443,18.146853549799797,0.24269529491551134,0.3505512012058924,144,0.10785590629038105,0.006050479905274233,17.826008511550054,False
2019-11-13 00:00:00,111,111,211,0.2574514542251501,0.3486817144702061,111,0.09123026024505604,0.005027332148501443,18.146853549799797,0.24269529491551134,0.3505512012058924,144,0.10785590629038105,0.006050479905274233,17.826008511550054,False
2020-02-10 00:00:00,11,11,111,0.2950757085742871,0.4026576211491501,37,0.10758191257486299,0.008599230658658063,12.510643898887054,0.2781450979990692,0.3694535141908342,11,0.091308416191765,0.00603381697116302,15.132778575841566,False
2020-05-07 00:00:00,11,11,111,0.2950757085742871,0.4026576211491501,37,0.10758191257486299,0.008599230658658063,12.510643898887054,0.2781450979990692,0.3694535141908342,11,0.091308416191765,0.00603381697116302,15.132778575841566,False
2020-08-04 00:00:00,11,11,111,0.2950757085742871,0.4026576211491501,37,0.10758191257486299,0.008599230658658063,12.510643898887054,0.2781450979990692,0.3694535141908342,11,0.091308416191765,0.00603381697116302,15.132778575841566,False
2020-10-30 00:00:00,11,11,111,0.2950757085742871,0.4026576211491501,37,0.10758191257486299,0.008599230658658063,12.510643898887054,0.2781450979990692,0.3694535141908342,11,0.091308416191765,0.00603381697116302,15.132778575841566,False
2021-01-27 00:00:00,11,11,111,0.2950757085742871,0.4026576211491501,37,0.10758191257486299,0.008599230658658063,12.510643898887054,0.2781450979990692,0.3694535141908342,11,0.091308416191765,0.00603381697116302,15.132778575841566,False
2021-04-26 00:00:00,11,11,111,0.2950757085742871,0.4026576211491501,37,0.10758191257486299,0.008599230658658063,12.510643898887054,0.2781450979990692,0.3694535141908342,11,0.091308416191765,0.00603381697116302,15.132778575841566,False
2021-07-22 00:00:00,41,41,141,0.20716844117122063,0.25681515335899585,48,0.04964671218777522,0.005369520875679255,9.246022752727415,0.21453262698879375,0.2271737565122918,41,0.012641129523498051,0.0037573336727322426,3.3643883201636777,False
2021-10-19 00:00:00,12,12,112,0.20402401634601822,0.29120223034591947,51,0.08717821399990125,0.005456188720481333,15.977858990223963,0.18658297339967242,0.28467422801200454,12,0.09809125461233212,0.005626969291514577,17.432342266422694,False
2022-01-14 00:00:00,92,92,192,0.21429505062566276,0.2828519108981698,92,0.06855686027250704,0.004981123812307999,13.763331901750357,0.2431560179877797,0.28909024949348283,185,0.04593423150570314,0.0033863320734778685,13.564597478630397,False
2022-04-13 00:00:00,92,92,192,0.21429505062566276,0.2828519108981698,92,0.06855686027250704,0.004981123812307999,13.763331901750357,0.2431560179877797,0.28909024949348283,185,0.04593423150570314,0.0033863320734778685,13.564597478630397,False
2022-07-11 00:00:00,92,92,192,0.21429505062566276,0.2828519108981698,92,0.06855686027250704,0.004981123812307999,13.763331901750357,0.2431560179877797,0.28909024949348283,185,0.04593423150570314,0.0033863320734778685,13.564597478630397,False
2022-10-06 00:00:00,92,92,192,0.21429505062566276,0.2828519108981698,92,0.06855686027250704,0.004981123812307999,13.763331901750357,0.2431560179877797,0.28909024949348283,185,0.04593423150570314,0.0033863320734778685,13.564597478630397,False
2023-01-03 00:00:00,18,18,118,0.20816781592537367,0.3769721645058473,18,0.16880434858047363,0.00829093806864529,20.360102461609106,0.20839349321810507,0.35595563556354465,38,0.14756214234543957,0.006145287617318605,24.01224345132049,False
2023-03-31 00:00:00,16,16,116,0.2101322032942291,0.35237058421127,106,0.14223838091704089,0.008700865732927093,16.347612442605744,0.23200204399703847,0.3377329868864145,16,0.10573094288937604,0.006298239722898685,16.78737989361807,False
2023-06-28 00:00:00,16,16,116,0.2101322032942291,0.35237058421127,106,0.14223838091704089,0.008700865732927093,16.347612442605744,0.23200204399703847,0.3377329868864145,16,0.10573094288937604,0.006298239722898685,16.78737989361807,False
2023-09-25 00:00:00,16,16,116,0.2101322032942291,0.35237058421127,106,0.14223838091704089,0.008700865732927093,16.347612442605744,0.23200204399703847,0.3377329868864145,16,0.10573094288937604,0.006298239722898685,16.78737989361807,False
2023-12-21 00:00:00,16,16,116,0.2101322032942291,0.35237058421127,106,0.14223838091704089,0.008700865732927093,16.347612442605744,0.23200204399703847,0.3377329868864145,16,0.10573094288937604,0.006298239722898685,16.78737989361807,False
2024-03-19 00:00:00,16,16,116,0.2101322032942291,0.35237058421127,106,0.14223838091704089,0.008700865732927093,16.347612442605744,0.23200204399703847,0.3377329868864145,16,0.10573094288937604,0.006298239722898685,16.78737989361807,False
2024-06-14 00:00:00,16,16,116,0.2101322032942291,0.35237058421127,106,0.14223838091704089,0.008700865732927093,16.347612442605744,0.23200204399703847,0.3377329868864145,16,0.10573094288937604,0.006298239722898685,16.78737989361807,False
2024-09-11 00:00:00,68,68,168,0.2618906292673807,0.3033585956439037,71,0.041467966376523,0.004668367995252199,8.882754405543126,0.2503535871243533,0.28555944321849985,68,0.03520585609414656,0.0025999667787192783,13.540886899904416,False
2024-12-09 00:00:00,68,68,168,0.2618906292673807,0.3033585956439037,71,0.041467966376523,0.004668367995252199,8.882754405543126,0.2503535871243533,0.28555944321849985,68,0.03520585609414656,0.0025999667787192783,13.540886899904416,False
2025-03-06 00:00:00,46,46,146,0.2381427294756608,0.32506058788998354,46,0.08691785841432273,0.008435981627573369,10.303229932391979,0.2681052398556703,0.2969071255424682,119,0.028801885686797868,0.004132972794721371,6.968806018656501,False
2025-06-03 00:00:00,46,46,146,0.2381427294756608,0.32506058788998354,46,0.08691785841432273,0.008435981627573369,10.303229932391979,0.2681052398556703,0.2969071255424682,119,0.028801885686797868,0.004132972794721371,6.968806018656501,False
2025-08-29 00:00:00,46,46,146,0.2381427294756608,0.32506058788998354,46,0.08691785841432273,0.008435981627573369,10.303229932391979,0.2681052398556703,0.2969071255424682,119,0.028801885686797868,0.004132972794721371,6.968806018656501,False
2025-11-26 00:00:00,17,17,117,0.31914760079196947,0.4139277398812648,17,0.09478013908929533,0.011924829144687711,7.948133926222173,0.284292898758819,0.38542445648974605,17,0.10113155773092702,0.008338390351689548,12.128426886423645,False
2026-02-23 00:00:00,15,15,115,0.3024101343970256,0.4455817875310768,15,0.14317165313405122,0.01962431059230865,7.295627148816349,0.32856203748313895,0.4499911176181441,18,0.12142908013500514,0.011098001665339759,10.941526573584962,False
2026-05-21 00:00:00,14,14,114,0.3176199417079229,0.4879886959449573,14,0.1703687542370344,0.011949369033244938,14.25755232456567,0.35600589466623633,0.4434503316612723,26,0.08744443699503596,0.006373794812997182,13.719368062605787,False
