,spearman_ic
2021-12-13,-0.05183962889281318
2021-12-14,-0.1003166982719331
2021-12-15,-0.06900477218863803
2021-12-16,-0.06510554736188712
2021-12-17,-0.06978380248178621
2021-12-20,-0.08404769439829182
2021-12-21,-0.07038971493201258
2021-12-22,-0.0728082730316557
2021-12-23,-0.0738856770187809
2021-12-27,-0.07256692639181762
2021-12-28,-0.08246519364593588
2021-12-29,-0.061445632494469306
2021-12-30,-0.05889163514124621
2021-12-31,-0.06641716960708303
2022-01-03,-0.06341408420251568
2022-01-04,-0.03854316021616482
2022-01-05,-0.12836553257689567
2022-01-06,-0.12963335287802005
2022-01-07,-0.10925148675191189
2022-01-10,0.0812250206253693
2022-01-11,-0.022009156761607602
2022-01-12,-0.014955187905472133
2022-01-13,-0.014735228720698745
2022-01-14,0.012312622699514067
2022-01-18,-0.0064806493143418666
2022-01-19,0.04399998359115075
2022-01-20,-0.030361495805641542
2022-01-21,-0.002910385880010851
2022-01-24,0.017960278434482637
2022-01-25,-0.0006486759291696683
2022-01-26,0.09057023098956092
2022-01-27,0.21389706890785137
2022-01-28,-0.018827895218866558
2022-01-31,-0.0786690134319378
2022-02-01,0.01780752900061223
2022-02-02,-0.013437876862359407
2022-02-03,0.011798366272150357
2022-02-04,-0.0064093662452023425
2022-02-07,-0.11674842896627152
2022-02-08,-0.00025050907154747004
2022-02-09,-0.07156718308652295
2022-02-10,-0.03611302115564199
2022-02-11,-0.011475555801904227
2022-02-14,0.01858145946555563
2022-02-15,-0.02693685349826698
2022-02-16,0.010502032743370155
2022-02-17,0.05841138351204423
2022-02-18,0.03271383708724583
2022-02-22,-0.08752135228950755
2022-02-23,-0.11097042704773354
2022-02-24,-0.03443481404218577
2022-02-25,-0.008585536513076097
2022-02-28,0.035285119224064375
2022-03-01,0.18006510596467415
2022-03-02,0.04002238833316531
2022-03-03,0.21331865771826208
2022-03-04,0.3776363153804562
2022-03-07,0.2834479594672849
2022-03-08,0.18303353662955574
2022-03-09,-0.045490818065725934
