spread,share_sig,autocorr,mean_ic,ic_P1,ic_P2,ic_P3,G1,G2,G3,verdict
fac_eps_g63,0.17221301954791746,0.7426344624493566,-0.017286575685870317,-0.007976938614012215,-0.012765203846694731,-0.025044016941660183,False,True,False,SHELVE
fac_eps_us_lead63,0.17181311708904293,0.7456867887448895,-0.020365045469670676,-0.010899793498507756,0.024187321755447647,-0.06423667360905559,False,True,False,SHELVE
fac_eps_us_lead252,0.17181311708904293,0.7456867887448895,0.011405293185364634,0.05033034207371295,-0.014386327733896084,0.008861994120356846,False,True,True,SHELVE
fac_eps_tech_lead63,0.04989886824475479,0.674731397441206,0.0024816102728632463,0.017803556582472128,0.004569409922354235,-0.011290510128003575,False,True,True,SHELVE
